article_slug,placeholder_file,original_image_url
volume-deepdom,volume-deepdom-02.png,https://framerusercontent.com/images/Jb255laWrr2uTtDrOIHhr1SFes.png
volume-deepdom,volume-deepdom-03.png,https://framerusercontent.com/images/vniNybL2jwSvabKrW9eo1pXLfE.png
volume-deepdom,volume-deepdom-04.png,https://framerusercontent.com/images/a6NqWc8l0Fazl9zIt0UF0F9L1ys.png
delta-bar-deepdom,delta-bar-deepdom-01.png,https://framerusercontent.com/images/de2LpgX8oUNeTt2jwxVNJnoOUc.png
delta-bar-deepdom,delta-bar-deepdom-02.png,https://framerusercontent.com/images/102Vxz4rHfjJ6b742sgFiZVdCuM.png
delta-bar-deepdom,delta-bar-deepdom-03.png,https://framerusercontent.com/images/c4oCC3eQ9Gzii25ZzLVR0EIB9cw.png
delta-bar-deepdom,delta-bar-deepdom-04.png,https://framerusercontent.com/images/USomT2zFWa6VrgJKVfujvxMV6F8.png
delta-bar-deepdom,delta-bar-deepdom-05.png,https://framerusercontent.com/images/e3fSKkJsMtujEAZbz5Xnpq0vXbU.png
delta-bar-deepdom,delta-bar-deepdom-06.png,https://framerusercontent.com/images/VLpZo75KpFw7djfEcYYnvxdZOk.png
delta-bar-deepdom,delta-bar-deepdom-07.png,https://framerusercontent.com/images/BIk2yyxSkNSqTZ6O5UXx46FlhdM.png
cumulative-volume-delta,cumulative-volume-delta-01.png,https://framerusercontent.com/images/CGFELU4RhHhlys4GfrJIQOBmzk.png
cumulative-volume-delta,cumulative-volume-delta-02.png,https://framerusercontent.com/images/9HticvkwmGSm9Mz3Arhkn9wJio.png
cumulative-volume-delta,cumulative-volume-delta-03.png,https://framerusercontent.com/images/AG25M73rTKhhv7beloEHHc01k.png
cumulative-volume-delta,cumulative-volume-delta-04.png,https://framerusercontent.com/images/FXGpsV0ZS2fDW3u6ox2gcbb9Hlo.png
cumulative-volume-delta,cumulative-volume-delta-05.png,https://framerusercontent.com/images/g1J0ZazR8fkq4VxcotmbWGq03f8.png
big-trades-deepdom,big-trades-deepdom-01.png,https://framerusercontent.com/images/HrpiHmaUVgivA2oqTqXpzQ4rBfk.png
big-trades-deepdom,big-trades-deepdom-02.png,https://framerusercontent.com/images/s2qexEAxRrTBVTwTrHMgFR5Wwo.png
big-trades-deepdom,big-trades-deepdom-03.png,https://framerusercontent.com/images/VcJ6H4TqA1vaz7Q2IqXTF6a0.png
big-trades-deepdom,big-trades-deepdom-04.png,https://framerusercontent.com/images/wd7JojJhEUOXvLlmhPv43ClcQ.png
big-trades-deepdom,big-trades-deepdom-05.png,https://framerusercontent.com/images/FJYZww2VvEtuhrO65kkKEhPmgQI.png
important-levels-deepdom,important-levels-deepdom-01.png,https://framerusercontent.com/images/2pG9msUDBKmUTeRfxBBFcmuwP4.png
important-levels-deepdom,important-levels-deepdom-02.png,https://framerusercontent.com/images/MEBqC3UgENKzIJX0kTnKhmUjo5I.png
important-levels-deepdom,important-levels-deepdom-03.png,https://framerusercontent.com/images/thVpQCwWdSCzFqhaeVU8TFLstSI.png
important-levels-deepdom,important-levels-deepdom-04.png,https://framerusercontent.com/images/WMb5WXbj5jiuderY9lPk56Tso80.png
volume-bubbles,volume-bubbles-01.png,https://framerusercontent.com/images/XJCCxY1rTgy101W7SEoNuk7V03k.png
volume-bubbles,volume-bubbles-02.png,https://framerusercontent.com/images/wkIUf1as0lz6l5Xcvf4xX51UPK4.png
volume-bubbles,volume-bubbles-03.png,https://framerusercontent.com/images/K9f9E3K479MpVekO85YgoeMvQU.png
volume-bubbles,volume-bubbles-04.png,https://framerusercontent.com/images/JdV8QRI5PD6KQgCT6Oy58QaBdP8.png
volume-bubbles,volume-bubbles-05.png,https://framerusercontent.com/images/E391gveG4mKjCUBLO66uVjRVJTw.png
volume-bubbles,volume-bubbles-06.png,https://framerusercontent.com/images/vQdRDKTaX0YV78jjMLcaT7pYQNs.png
volume-bubbles,volume-bubbles-07.png,https://framerusercontent.com/images/n7Nc0svz0ZPAmBLR1FTtcrtYk.png
volume-bubbles,volume-bubbles-08.png,https://framerusercontent.com/images/vvMIdJcOgJGIACM5mEj2DV723Dc.png
volume-bubbles,volume-bubbles-09.png,https://framerusercontent.com/images/9RfP46m4CLvcGoAIlOidNTh4txg.png
volume-bubbles,volume-bubbles-10.png,https://framerusercontent.com/images/hGUxdKgDiwdx04H7g501YaONpsU.png
volume-bubbles,volume-bubbles-11.png,https://framerusercontent.com/images/R4kPfnqvtHvDmAGv0NoPuAdFZg.png
volume-bubbles,volume-bubbles-12.png,https://framerusercontent.com/images/FZwRkUSiwfmX2gkZli4VgUVFDN0.png
volume-bubbles,volume-bubbles-13.png,https://framerusercontent.com/images/WMDAC6bVsWp2KPef5NuJiFyBY40.png
volume-bubbles,volume-bubbles-14.png,https://framerusercontent.com/images/mRFf4FyfLtBCpcUoPM0zwZ8gk.png
volume-bubbles,volume-bubbles-15.png,https://framerusercontent.com/images/h8L3Tr6q39N8frsoxGjka91oaA0.png
volume-bubbles,volume-bubbles-16.png,https://framerusercontent.com/images/jVQugrIJ7hTRfs1o9UlNqBi1CNM.png
volume-bubbles,volume-bubbles-17.png,https://framerusercontent.com/images/hINPACa3BelaoP7dBBhceNdbjUQ.png
volume-bubbles,volume-bubbles-18.png,https://framerusercontent.com/images/1q1R2el0WeSbAq7sLd380QzJ3R4.png
volume-bubbles,volume-bubbles-19.png,https://framerusercontent.com/images/sTUztkVg9Jd1RXRh3UIF732hE.png
volume-bubbles,volume-bubbles-20.png,https://framerusercontent.com/images/DlJXbRvoAFj6cuGClkWVugC8lo.png
heatmap,heatmap-01.png,https://framerusercontent.com/images/GV6rDy54xH91W4Fh4Sk7gMU67Q.png
heatmap,heatmap-02.png,https://framerusercontent.com/images/MSEP6KwCaTDVIeB1VMXxJxCQtw.png
heatmap,heatmap-03.png,https://framerusercontent.com/images/iq5TIGWyvdUrV7HFYYyYRDuB14.png
heatmap,heatmap-04.png,https://framerusercontent.com/images/bkKUcvoH2wLos9FmdKkEFo6rCQE.png
heatmap,heatmap-05.png,https://framerusercontent.com/images/oR3JqUOJABObGek8dzq8uizWI.png
heatmap,heatmap-06.png,https://framerusercontent.com/images/Pvlemm9JrUGE0UFhX5RdA837rM.png
heatmap,heatmap-07.png,https://framerusercontent.com/images/k6bsBrNAhcqB5kphdgnSKlMNZs.png
heatmap,heatmap-08.png,https://framerusercontent.com/images/AlyuqZnGZbFxtGX7kk8XnhmyM.png
heatmap,heatmap-09.png,https://framerusercontent.com/images/Eif3Clg4JgHLfYcXkcTwka2gavo.png
heatmap,heatmap-10.png,https://framerusercontent.com/images/tIoVfEZDygWlU49tsL07j82aRE.png
replay-tick-data,replay-tick-data-01.png,https://framerusercontent.com/images/kxrFeOEEYwLUiVsYUeOaqFdguC4.png
replay-tick-data,replay-tick-data-02.png,https://framerusercontent.com/images/0lmRmt8MOVsDEnApDGj3oiJ9A.png
replay-tick-data,replay-tick-data-03.png,https://framerusercontent.com/images/8ZsX7xBHGbAg0UOMPEY4jVr9Jc.png
replay-tick-data,replay-tick-data-04.png,https://framerusercontent.com/images/a3cQdCSd5SWkVxRLXMEp0bU7eA.png
replay-tick-data,replay-tick-data-05.png,https://framerusercontent.com/images/wIBGuogUhPxfEdfSREdQ5iOHNRQ.png
replay-tick-data,replay-tick-data-06.png,https://framerusercontent.com/images/TzDaZMJR9rXVvYjR3vzhpb7SFKE.png
replay-tick-data,replay-tick-data-07.png,https://framerusercontent.com/images/FdVFhUJdle9ypKiOm8LFFZWCk.png
replay-tick-data,replay-tick-data-08.png,https://framerusercontent.com/images/QjySC1n9LjTyjIfcmZsn0epEA.png
replay-tick-data,replay-tick-data-09.png,https://framerusercontent.com/images/RpGdbdwUSL4dZ8fm2xxIAEpGWw.png
replay-tick-data,replay-tick-data-10.png,https://framerusercontent.com/images/wjDjk3FvmXoii41CuTb9Fa2z4.png
deep-iceberg,deep-iceberg-01.png,https://framerusercontent.com/images/eaIpMKV44nrMDZDLOorSiVBMJc.png
deep-iceberg,deep-iceberg-02.png,https://framerusercontent.com/images/RwyDXgm4gIxknoVsqRQzIJT54.png
deep-iceberg,deep-iceberg-03.png,https://framerusercontent.com/images/eHO9pMJ94K5VyLWlpjsA6KnhNs.png
deep-iceberg,deep-iceberg-04.png,https://framerusercontent.com/images/C4l2GOxkQ9t8olr7VQoW7rp1k.png
deep-iceberg,deep-iceberg-05.png,https://framerusercontent.com/images/2ejJFj7WLUIKOOKhXVp5GPOCpLo.png
deep-iceberg,deep-iceberg-06.png,https://framerusercontent.com/images/p9Pz7ZRzoapBigC6qXXUGkuoYI.png
deep-iceberg,deep-iceberg-07.png,https://framerusercontent.com/images/5r0KF8nMXm4N8QLP3s0ve0zuf0.png
deep-iceberg,deep-iceberg-08.png,https://framerusercontent.com/images/qHwbxqxCNaWBm2bi8wsdvPpJQ2A.png
deep-reload,deep-reload-01.png,https://framerusercontent.com/images/3tQvQof41m2nC8qIFifV4lydOs.png
deep-reload,deep-reload-02.png,https://framerusercontent.com/images/KYVu1Mm3dRu1sCmTDiOJNNvL1o.png
deep-reload,deep-reload-03.png,https://framerusercontent.com/images/BjLLIpm4mN7jBH1Izqw2WCp23k.png
deep-reload,deep-reload-04.png,https://framerusercontent.com/images/lqQWa2bkwcTV6rla1bt3zVP1Gg4.png
deep-reload,deep-reload-05.png,https://framerusercontent.com/images/onrUvtmtR9nmBOYEs3BhmHvpbEA.png
deep-reload,deep-reload-06.png,https://framerusercontent.com/images/ZVwS7rhaPAuXtjTqaJWATimgcQ.png
deep-liquidity-scan,deep-liquidity-scan-01.png,https://framerusercontent.com/images/O8tYNWS8lDBoKdc1y91kliXS2U.png
deep-liquidity-scan,deep-liquidity-scan-02.png,https://framerusercontent.com/images/I3Bh1mcU75OPQUE77hZabHfm9VU.png
deep-liquidity-scan,deep-liquidity-scan-03.png,https://framerusercontent.com/images/BrWgKNddYb0VlCOYtfcs25FY.png
deep-liquidity-scan,deep-liquidity-scan-04.png,https://framerusercontent.com/images/KSl4VPrnZNBFh9tv1mnmiTa0zG8.png
deep-liquidity-scan,deep-liquidity-scan-05.png,https://framerusercontent.com/images/uIH54ESp43bLI7COX9WwUTh8G9s.png
deep-liquidity-scan,deep-liquidity-scan-06.png,https://framerusercontent.com/images/POWGMpfeGUUk6Y55xWDTgBJgl8.png
deep-liquidity-scan,deep-liquidity-scan-07.png,https://framerusercontent.com/images/Cwc6o5hIbdAPYYlzZBeYLC3abMA.png
deep-liquidity-scan,deep-liquidity-scan-08.png,https://framerusercontent.com/images/QGECCqh7rwcoNLrOA6Thd55QREg.png
deep-liquidity-scan,deep-liquidity-scan-09.png,https://framerusercontent.com/images/52cmkIvC7yL0wPiJrrdkaEsQ7Q.png
deep-liquidity-scan,deep-liquidity-scan-10.png,https://framerusercontent.com/images/9fWHTd8mui6sJhQGPw0FKXM4qCs.png
deep-liquidity-scan,deep-liquidity-scan-11.png,https://framerusercontent.com/images/ez0LuqpjIKSkqKCM9VkWoYi0.png
deep-liquidity-scan,deep-liquidity-scan-12.png,https://framerusercontent.com/images/g7KGVLyJkbKPunBLDMeEtiacdpQ.png
deep-liquidity-scan,deep-liquidity-scan-13.png,https://framerusercontent.com/images/dLTr0SDPz7QulDi8x5Xn2iVBkkc.png
deep-liquidity-scan,deep-liquidity-scan-14.png,https://framerusercontent.com/images/Ud9NVgqJS9TMmRSFlGYKzewOAo.png
deep-liquidity-scan,deep-liquidity-scan-15.png,https://framerusercontent.com/images/ftzFXbFdLJSkjLJ6w9Div7g5GC8.png
deep-liquidity-scan,deep-liquidity-scan-16.png,https://framerusercontent.com/images/v4sSiOzzzx62Q44Uy9hsVHGdF4.png
deep-liquidity-scan,deep-liquidity-scan-17.png,https://framerusercontent.com/images/6oOpCWTmXCGYxsa4Y7rluqbTo.png
deep-liquidity-scan,deep-liquidity-scan-18.png,https://framerusercontent.com/images/tQ2DpUboGgoKdi7iK6ynn5l9eQ.png
deep-liquidity-scan,deep-liquidity-scan-19.png,https://framerusercontent.com/images/SzYqKr01y2hIMa2BfvubYLPtOg.png
deep-delta-deepdom,deep-delta-deepdom-01.png,https://framerusercontent.com/images/zM6aXHNGYozQHFLFDabHkGwtM9s.png
deep-delta-deepdom,deep-delta-deepdom-02.png,https://framerusercontent.com/images/lp46PwQqFVStqVm3xuVrDGXoTow.png
deep-delta-deepdom,deep-delta-deepdom-03.png,https://framerusercontent.com/images/qydtzsS28C9UgYbHNajTmXCKGEU.png
deep-delta-deepdom,deep-delta-deepdom-04.png,https://framerusercontent.com/images/vHDH9ASoNZWGeCJMFj0Mipd85AI.png
deep-delta-deepdom,deep-delta-deepdom-05.png,https://framerusercontent.com/images/yx8JeSg9DnrPRl6dE93Y0KNl3ZU.png
deep-delta-deepdom,deep-delta-deepdom-06.png,https://framerusercontent.com/images/G3qVzCq61A436wyrDQQyhAhZN8.png
